riskScore	risk	geneName	geneExp
0.34318108	low	APC_co_stimulation	0.624602073
0.341470132	low	APC_co_stimulation	0.490541038
0.339966897	low	APC_co_stimulation	0.514437488
0.327825885	low	APC_co_stimulation	0.564967583
0.325539674	low	APC_co_stimulation	0.570027856
0.324444777	low	APC_co_stimulation	0.565046346
0.32350028	low	APC_co_stimulation	0.601774592
0.321470146	low	APC_co_stimulation	0.598431477
0.316776634	low	APC_co_stimulation	0.382426334
0.310815405	low	APC_co_stimulation	0.405427501
0.307442944	low	APC_co_stimulation	0.42595782
0.301142375	low	APC_co_stimulation	0.512032787
0.298797217	low	APC_co_stimulation	0.573915383
0.288984417	low	APC_co_stimulation	0.623875602
0.288671872	low	APC_co_stimulation	0.598126069
0.287863623	low	APC_co_stimulation	0.5938415
0.285375488	low	APC_co_stimulation	0.616372837
0.274002039	low	APC_co_stimulation	0.557066258
0.273127531	low	APC_co_stimulation	0.594698491
0.271038928	low	APC_co_stimulation	0.470968257
0.269775684	low	APC_co_stimulation	0.628013502
0.267106926	low	APC_co_stimulation	0.511016494
0.266985211	low	APC_co_stimulation	0.603265751
0.253558162	low	APC_co_stimulation	0.574238529
0.247392084	low	APC_co_stimulation	0.611631325
0.240874768	low	APC_co_stimulation	0.549124797
0.239956137	low	APC_co_stimulation	0.591640955
0.231476325	low	APC_co_stimulation	0.592721125
0.21945	low	APC_co_stimulation	0.617897609
0.219271931	low	APC_co_stimulation	0.581392598
0.217022986	low	APC_co_stimulation	0.584444958
0.21359125	low	APC_co_stimulation	0.619437166
0.211354269	low	APC_co_stimulation	0.624603345
0.20868876	low	APC_co_stimulation	0.455128861
0.20561065	low	APC_co_stimulation	0.661817508
0.203420626	low	APC_co_stimulation	0.557212681
0.194552814	low	APC_co_stimulation	0.609480174
0.194330362	low	APC_co_stimulation	0.464935619
0.192171579	low	APC_co_stimulation	0.535828221
0.186641352	low	APC_co_stimulation	0.532001409
0.160991189	low	APC_co_stimulation	0.57726093
0.157121345	low	APC_co_stimulation	0.563242605
0.156854369	low	APC_co_stimulation	0.563437287
0.15379661	low	APC_co_stimulation	0.501535254
0.14184186	low	APC_co_stimulation	0.594232172
0.135505549	low	APC_co_stimulation	0.543681187
0.13487772	low	APC_co_stimulation	0.579234618
0.126157449	low	APC_co_stimulation	0.590275006
0.12581974	low	APC_co_stimulation	0.537520202
0.117777462	low	APC_co_stimulation	0.593186928
0.117305944	low	APC_co_stimulation	0.663357069
0.11710773	low	APC_co_stimulation	0.630420442
0.110610748	low	APC_co_stimulation	0.592143496
0.108692437	low	APC_co_stimulation	0.579457543
0.10659085	low	APC_co_stimulation	0.555359343
0.097661316	low	APC_co_stimulation	0.527258311
0.094977574	low	APC_co_stimulation	0.529642814
0.086849992	low	APC_co_stimulation	0.57523352
0.073574033	low	APC_co_stimulation	0.521461633
0.069590438	low	APC_co_stimulation	0.607427484
0.067232714	low	APC_co_stimulation	0.563914288
0.066690548	low	APC_co_stimulation	0.555889855
0.06628802	low	APC_co_stimulation	0.46685702
0.066185649	low	APC_co_stimulation	0.470951536
0.061460075	low	APC_co_stimulation	0.524591308
0.060992491	low	APC_co_stimulation	0.546118587
0.050800969	low	APC_co_stimulation	0.598411267
0.041753519	low	APC_co_stimulation	0.659061407
0.02603928	low	APC_co_stimulation	0.552291997
10	high	CCR	0.360652974
10	high	CCR	0.371725326
10	high	CCR	0.375345585
10	high	CCR	0.444948291
10	high	CCR	0.324244287
10	high	CCR	0.422255044
10	high	CCR	0.363903831
10	high	CCR	0.335766991
10	high	CCR	0.365853221
10	high	CCR	0.463591102
10	high	CCR	0.427414252
10	high	CCR	0.370059171
9.809253633	high	CCR	0.470148616
9.216699522	high	CCR	0.362065379
9.076920852	high	CCR	0.47344207
8.957444245	high	CCR	0.343111125
8.884594837	high	CCR	0.402313091
8.35219246	high	CCR	0.432489327
8.28401637	high	CCR	0.415251696
8.278030139	high	CCR	0.448572518
8.182222826	high	CCR	0.341013181
8.157864976	high	CCR	0.482513172
8.003435863	high	CCR	0.469648798
7.980370402	high	CCR	0.463509745
7.977943081	high	CCR	0.402553804
7.964844896	high	CCR	0.365207463
7.691249502	high	CCR	0.416651702
7.625368313	high	CCR	0.391061086
7.446600933	high	CCR	0.433230378
7.408031595	high	CCR	0.384632457
7.002763352	high	CCR	0.428791983
6.829215158	high	CCR	0.494101552
6.7891217	high	CCR	0.345348829
6.687518229	high	CCR	0.447275431
6.312882795	high	CCR	0.387025799
6.263860045	high	CCR	0.374947586
6.193315321	high	CCR	0.321557808
6.177455577	high	CCR	0.404319949
5.977350557	high	CCR	0.387503308
5.949545383	high	CCR	0.362848817
5.886426178	high	CCR	0.418879514
5.789574775	high	CCR	0.391639645
5.72845894	high	CCR	0.329728286
5.654994362	high	CCR	0.486122495
5.607667253	high	CCR	0.480117778
5.570252206	high	CCR	0.43708532
5.362723626	high	CCR	0.54088965
5.34960427	high	CCR	0.377616578
5.203973206	high	CCR	0.536651991
5.115370971	high	CCR	0.431174605
5.102261081	high	CCR	0.420548666
5.09262041	high	CCR	0.451049522
5.084553299	high	CCR	0.423052314
5.077139341	high	CCR	0.359937248
5.073571264	high	CCR	0.40504863
5.043063928	high	CCR	0.470968001
5.019343458	high	CCR	0.363555734
4.952642664	high	CCR	0.433323561
4.845903133	high	CCR	0.457544504
4.845142414	high	CCR	0.374421149
4.786517025	high	CCR	0.369693699
4.52827329	high	CCR	0.382366366
4.337306931	high	CCR	0.409345073
4.317010993	high	CCR	0.412436536
4.158911679	high	CCR	0.391037781
4.153160745	high	CCR	0.417284494
4.111034581	high	CCR	0.436842091
4.034444818	high	CCR	0.47053531
4.012376853	high	CCR	0.359150167
3.982801863	high	CCR	0.449676774
3.908537893	high	CCR	0.42923286
3.899850379	high	CCR	0.336574049
3.89323686	high	CCR	0.484301066
3.856332584	high	CCR	0.394174226
3.823268747	high	CCR	0.398302842
3.664034445	high	CCR	0.354224338
3.633267097	high	CCR	0.43558641
3.600037987	high	CCR	0.375843361
3.592591787	high	CCR	0.356685979
3.528585251	high	CCR	0.462748883
3.520948692	high	CCR	0.413749578
3.50134379	high	CCR	0.555204667
3.384209227	high	CCR	0.411977133
3.382739808	high	CCR	0.537273202
3.367946519	high	CCR	0.455646934
3.367557042	high	CCR	0.496509405
3.348298323	high	CCR	0.453970027
3.342509164	high	CCR	0.378622629
3.304832428	high	CCR	0.396900512
3.250736372	high	CCR	0.483803946
3.189180737	high	CCR	0.354668833
3.155040653	high	CCR	0.470713786
3.14062223	high	CCR	0.464214533
3.109636338	high	CCR	0.416088344
3.094303557	high	CCR	0.416147253
2.973000755	high	CCR	0.4134543
2.940478919	high	CCR	0.492536732
2.901022419	high	CCR	0.410173956
2.886730611	high	CCR	0.545245674
2.856367841	high	CCR	0.414501666
2.828602989	high	CCR	0.446845359
2.81962967	high	CCR	0.447931909
2.630074416	high	CCR	0.459600874
2.555637264	high	CCR	0.408611427
2.54250198	high	CCR	0.449592772
2.526851276	high	CCR	0.490965014
2.493842426	high	CCR	0.477438968
2.491096127	high	CCR	0.417878417
2.473657828	high	CCR	0.460597444
2.449014896	high	CCR	0.412789561
2.42875944	high	CCR	0.47637399
2.369962143	high	CCR	0.426875303
2.316300194	high	CCR	0.489012976
2.274000663	high	CCR	0.456175903
2.221324834	high	CCR	0.386669899
2.167466924	high	CCR	0.466569275
1.976169715	high	CCR	0.512450896
1.963577966	high	CCR	0.480943675
1.92604717	high	CCR	0.485087097
1.903700701	high	CCR	0.497914303
1.850915781	high	CCR	0.453909322
1.844674905	high	CCR	0.400582103
1.835033886	high	CCR	0.510934796
1.809476552	high	CCR	0.503151974
1.794374237	high	CCR	0.461550223
1.744809868	high	CCR	0.508018962
1.682994252	high	CCR	0.405153889
1.674779497	high	CCR	0.476859313
1.608544938	high	CCR	0.431619019
1.602142764	high	CCR	0.385967907
1.592722638	high	CCR	0.407907486
1.590622141	high	CCR	0.497746109
1.556814698	high	CCR	0.458596945
1.540774215	high	CCR	0.371724207
1.507359122	high	CCR	0.488297947
1.494903273	high	CCR	0.490914712
1.4486366	high	CCR	0.448651787
1.437193974	high	CCR	0.447911764
1.41706332	high	CCR	0.488136385
1.294039275	high	CCR	0.422659912
1.288454302	high	CCR	0.350004823
1.284575658	high	CCR	0.443421594
1.281159213	high	CCR	0.542207308
1.249971369	high	CCR	0.506148484
1.243306489	high	CCR	0.463127057
1.239144867	high	CCR	0.490860652
1.200814691	high	CCR	0.477955732
1.181397235	high	CCR	0.468427508
1.16654787	high	CCR	0.425451308
1.140561368	high	CCR	0.551484577
1.112189909	high	CCR	0.45155122
1.103275094	high	CCR	0.488305203
1.098767689	high	CCR	0.507806193
1.078354778	low	CCR	0.442077558
1.066982556	low	CCR	0.439449047
1.059613692	low	CCR	0.396304199
1.053632185	low	CCR	0.476985548
1.043255934	low	CCR	0.409691673
1.034863155	low	CCR	0.471293439
1.026693036	low	CCR	0.382037037
1.006838987	low	CCR	0.498734085
0.988053785	low	CCR	0.448116266
0.983222388	low	CCR	0.366350161
0.982784298	low	CCR	0.513665452
0.948500139	low	CCR	0.431351909
0.941904411	low	CCR	0.485837212
0.940828583	low	CCR	0.53148095
0.933090645	low	CCR	0.479122422
0.932594184	low	CCR	0.468811825
0.931587707	low	CCR	0.541591692
0.892169837	low	CCR	0.410090228
0.878746892	low	CCR	0.455322325
0.87738518	low	CCR	0.516868769
0.868321651	low	CCR	0.40853622
0.867541857	low	CCR	0.516590253
0.862723561	low	CCR	0.546356863
0.862472353	low	CCR	0.553160866
0.856769094	low	CCR	0.422807935
0.843006542	low	CCR	0.460858402
0.830131221	low	CCR	0.379210153
0.802691008	low	CCR	0.414942111
0.801851956	low	CCR	0.443502457
0.796517748	low	CCR	0.495144986
0.793839197	low	CCR	0.474721282
0.791695514	low	CCR	0.381333155
0.791678302	low	CCR	0.454566425
0.784910117	low	CCR	0.501576674
0.772759957	low	CCR	0.524471834
0.762195841	low	CCR	0.451929858
0.747788943	low	CCR	0.424055852
0.74621733	low	CCR	0.465824548
0.745193434	low	CCR	0.520795893
0.720759302	low	CCR	0.423353511
0.707237835	low	CCR	0.551305771
0.699520039	low	CCR	0.495700509
0.699400588	low	CCR	0.450219109
0.694539914	low	CCR	0.556332602
0.691740838	low	CCR	0.468418448
0.686819564	low	CCR	0.479475763
0.685100846	low	CCR	0.432338215
0.684623787	low	CCR	0.39436822
0.671628527	low	CCR	0.421199602
0.66487632	low	CCR	0.520929236
0.661135798	low	CCR	0.469100702
0.658270114	low	CCR	0.4016096
0.648597801	low	CCR	0.462593935
0.647975174	low	CCR	0.494858775
0.636314286	low	CCR	0.473791985
0.631379567	low	CCR	0.489273673
0.627529029	low	CCR	0.508082175
0.624544799	low	CCR	0.431098338
0.623341289	low	CCR	0.463474426
0.621103432	low	CCR	0.51414827
0.6203674	low	CCR	0.484630646
0.618961244	low	CCR	0.466267915
0.612565833	low	CCR	0.372068524
0.603736625	low	CCR	0.446912052
0.603547689	low	CCR	0.454668408
0.582654508	low	CCR	0.390782939
0.573276029	low	CCR	0.466490102
0.556979656	low	CCR	0.424243966
0.552404269	low	CCR	0.416487614
0.549369849	low	CCR	0.442931038
0.54623653	low	CCR	0.389700413
0.546157562	low	CCR	0.444917943
0.543643502	low	CCR	0.494012456
0.542758266	low	CCR	0.519050185
0.538575519	low	CCR	0.495192454
0.536450453	low	CCR	0.496758958
0.533348208	low	CCR	0.431647779
0.532003126	low	CCR	0.546059644
0.52865565	low	CCR	0.46504176
0.525816264	low	CCR	0.49697077
0.514644921	low	CCR	0.461379264
0.512768232	low	CCR	0.536377547
0.508368163	low	CCR	0.486458428
0.495242396	low	CCR	0.466619364
0.470698263	low	CCR	0.401020986
0.444477471	low	CCR	0.45943923
0.440814233	low	CCR	0.462083581
0.419075509	low	CCR	0.422363476
0.411168378	low	CCR	0.356715821
0.409746941	low	CCR	0.484665514
0.409354238	low	CCR	0.491644506
0.403244697	low	CCR	0.473276888
0.394960895	low	CCR	0.424999279
0.387366028	low	CCR	0.427079502
0.383406165	low	CCR	0.485982845
0.378694171	low	CCR	0.444400971
0.355680343	low	CCR	0.497518782
0.347344188	low	CCR	0.518191194
0.34318108	low	CCR	0.488286682
0.341470132	low	CCR	0.453079514
0.339966897	low	CCR	0.442105063
0.327825885	low	CCR	0.477548779
0.325539674	low	CCR	0.468404585
0.324444777	low	CCR	0.470041825
0.32350028	low	CCR	0.540514964
0.321470146	low	CCR	0.544882838
0.316776634	low	CCR	0.417562769
0.310815405	low	CCR	0.387496474
0.307442944	low	CCR	0.424416303
0.301142375	low	CCR	0.427403588
0.298797217	low	CCR	0.443377187
0.288984417	low	CCR	0.537423483
0.288671872	low	CCR	0.512612081
0.287863623	low	CCR	0.522673035
0.285375488	low	CCR	0.539346007
0.274002039	low	CCR	0.469871578
0.273127531	low	CCR	0.509888552
0.271038928	low	CCR	0.449440594
0.269775684	low	CCR	0.476729911
0.267106926	low	CCR	0.478028373
0.266985211	low	CCR	0.470822773
0.253558162	low	CCR	0.490787543
0.247392084	low	CCR	0.532138791
0.240874768	low	CCR	0.462931658
0.239956137	low	CCR	0.453907402
0.231476325	low	CCR	0.498672341
0.21945	low	CCR	0.522609167
0.219271931	low	CCR	0.44989591
0.217022986	low	CCR	0.515692863
0.21359125	low	CCR	0.494103045
0.211354269	low	CCR	0.530667342
0.20868876	low	CCR	0.445829469
0.20561065	low	CCR	0.495193921
0.203420626	low	CCR	0.437346779
0.194552814	low	CCR	0.476239362
0.194330362	low	CCR	0.41256356
0.192171579	low	CCR	0.488727102
0.186641352	low	CCR	0.493109337
0.160991189	low	CCR	0.479774247
0.157121345	low	CCR	0.472870281
0.156854369	low	CCR	0.49048964
0.15379661	low	CCR	0.484072009
0.14184186	low	CCR	0.459958755
0.135505549	low	CCR	0.481893497
0.13487772	low	CCR	0.503789983
0.126157449	low	CCR	0.472125833
0.12581974	low	CCR	0.458094171
0.117777462	low	CCR	0.523235165
0.117305944	low	CCR	0.55639392
0.11710773	low	CCR	0.465369844
0.110610748	low	CCR	0.518553981
0.108692437	low	CCR	0.455100146
0.10659085	low	CCR	0.468601029
0.097661316	low	CCR	0.44593847
0.094977574	low	CCR	0.464055173
0.086849992	low	CCR	0.483108837
0.073574033	low	CCR	0.462147077
0.069590438	low	CCR	0.498826905
0.067232714	low	CCR	0.488749221
0.066690548	low	CCR	0.484208529
0.06628802	low	CCR	0.40365204
0.066185649	low	CCR	0.459630957
0.061460075	low	CCR	0.472321388
0.060992491	low	CCR	0.485047727
0.050800969	low	CCR	0.487586724
0.041753519	low	CCR	0.487664841
0.02603928	low	CCR	0.496292793
10	high	Check.point	0.298373317
10	high	Check.point	0.294457068
10	high	Check.point	0.338682571
10	high	Check.point	0.39026821
10	high	Check.point	0.310227289
10	high	Check.point	0.458996485
10	high	Check.point	0.386043849
10	high	Check.point	0.305567815
10	high	Check.point	0.324491269
10	high	Check.point	0.482051559
10	high	Check.point	0.47911256
10	high	Check.point	0.360669624
9.809253633	high	Check.point	0.425723
9.216699522	high	Check.point	0.310715706
9.076920852	high	Check.point	0.434615129
8.957444245	high	Check.point	0.326827555
8.884594837	high	Check.point	0.423245108
8.35219246	high	Check.point	0.38415775
8.28401637	high	Check.point	0.339762584
8.278030139	high	Check.point	0.40003144
8.182222826	high	Check.point	0.359644091
8.157864976	high	Check.point	0.433273782
8.003435863	high	Check.point	0.420908466
7.980370402	high	Check.point	0.459291553
7.977943081	high	Check.point	0.386110901
7.964844896	high	Check.point	0.364439069
7.691249502	high	Check.point	0.382344919
7.625368313	high	Check.point	0.344730979
7.446600933	high	Check.point	0.3881184
7.408031595	high	Check.point	0.392972886
7.002763352	high	Check.point	0.453367686
6.829215158	high	Check.point	0.426329479
6.7891217	high	Check.point	0.341628813
6.687518229	high	Check.point	0.406177953
6.312882795	high	Check.point	0.404506813
