riskScore	risk	geneName	geneExp
1.055117023	low	APC_co_stimulation	0.343180297
1.051149439	low	APC_co_stimulation	0.405422124
1.04588433	low	APC_co_stimulation	0.581377778
1.040077196	low	APC_co_stimulation	0.43558912
1.007898217	low	APC_co_stimulation	0.503122537
1.003790671	low	APC_co_stimulation	0.598795752
1.000418591	low	APC_co_stimulation	0.561250469
0.968482324	low	APC_co_stimulation	0.524783591
0.957670079	low	APC_co_stimulation	0.409733745
0.936366468	low	APC_co_stimulation	0.581671963
0.929404195	low	APC_co_stimulation	0.482066504
0.903182145	low	APC_co_stimulation	0.610444592
0.902229409	low	APC_co_stimulation	0.341662636
0.878174394	low	APC_co_stimulation	0.405783218
0.875041835	low	APC_co_stimulation	0.595382381
0.867834501	low	APC_co_stimulation	0.497610124
0.851004305	low	APC_co_stimulation	0.57372578
0.849760805	low	APC_co_stimulation	0.44731435
0.848990395	low	APC_co_stimulation	0.339204506
0.835152483	low	APC_co_stimulation	0.557024145
0.828050225	low	APC_co_stimulation	0.547932608
0.828018676	low	APC_co_stimulation	0.543287367
0.822568333	low	APC_co_stimulation	0.349296032
0.82203692	low	APC_co_stimulation	0.361622741
0.809637327	low	APC_co_stimulation	0.602288694
0.792504571	low	APC_co_stimulation	0.625008403
0.775957795	low	APC_co_stimulation	0.66805111
0.769306206	low	APC_co_stimulation	0.583180658
0.760754609	low	APC_co_stimulation	0.676512669
0.7571167	low	APC_co_stimulation	0.486520229
0.755503741	low	APC_co_stimulation	0.564582478
0.748554134	low	APC_co_stimulation	0.571163031
0.734961681	low	APC_co_stimulation	0.515037696
0.704428454	low	APC_co_stimulation	0.459564579
0.704286046	low	APC_co_stimulation	0.641065601
0.696300117	low	APC_co_stimulation	0.28456547
0.694998377	low	APC_co_stimulation	0.515989119
0.667376947	low	APC_co_stimulation	0.502202618
0.663047101	low	APC_co_stimulation	0.519713209
0.662048473	low	APC_co_stimulation	0.56739208
0.659949737	low	APC_co_stimulation	0.567855858
0.658115853	low	APC_co_stimulation	0.600059578
0.633722725	low	APC_co_stimulation	0.51877547
0.617791569	low	APC_co_stimulation	0.656052444
0.611035842	low	APC_co_stimulation	0.504588093
0.609721067	low	APC_co_stimulation	0.588015733
0.606261554	low	APC_co_stimulation	0.603933893
0.589162784	low	APC_co_stimulation	0.673586281
0.579849071	low	APC_co_stimulation	0.633094639
0.579609086	low	APC_co_stimulation	0.541581355
0.576317739	low	APC_co_stimulation	0.497130081
0.573592615	low	APC_co_stimulation	0.470638582
0.571292069	low	APC_co_stimulation	0.643155815
0.567148662	low	APC_co_stimulation	0.582880178
0.564109419	low	APC_co_stimulation	0.565515358
0.553830001	low	APC_co_stimulation	0.623625613
0.548746041	low	APC_co_stimulation	0.650669032
0.547274355	low	APC_co_stimulation	0.489525345
0.545835799	low	APC_co_stimulation	0.351161262
0.542527935	low	APC_co_stimulation	0.522470131
0.541440025	low	APC_co_stimulation	0.602106015
0.532564259	low	APC_co_stimulation	0.556965744
0.530492379	low	APC_co_stimulation	0.67375301
0.524967179	low	APC_co_stimulation	0.606801317
0.517334783	low	APC_co_stimulation	0.327542423
0.513527231	low	APC_co_stimulation	0.63545285
0.511804385	low	APC_co_stimulation	0.623186072
0.507400818	low	APC_co_stimulation	0.340938932
0.501330039	low	APC_co_stimulation	0.28554812
0.490869997	low	APC_co_stimulation	0.62417547
0.475984098	low	APC_co_stimulation	0.678030723
0.46391068	low	APC_co_stimulation	0.686486526
0.462736666	low	APC_co_stimulation	0.473821686
0.456514869	low	APC_co_stimulation	0.325983032
0.439244254	low	APC_co_stimulation	0.605740758
0.431992976	low	APC_co_stimulation	0.456754098
0.425553159	low	APC_co_stimulation	0.499404482
0.424580727	low	APC_co_stimulation	0.558601376
0.413903136	low	APC_co_stimulation	0.612795363
0.404758831	low	APC_co_stimulation	0.782311014
0.404471288	low	APC_co_stimulation	0.354548614
0.39497739	low	APC_co_stimulation	0.628971085
0.394364679	low	APC_co_stimulation	0.606539938
0.391793584	low	APC_co_stimulation	0.546220062
0.386505644	low	APC_co_stimulation	0.632520071
0.383846942	low	APC_co_stimulation	0.472778518
0.381907751	low	APC_co_stimulation	0.549675677
0.381459327	low	APC_co_stimulation	0.60906191
0.369321789	low	APC_co_stimulation	0.596348211
0.353523174	low	APC_co_stimulation	0.61573925
0.351940212	low	APC_co_stimulation	0.54974562
0.349360312	low	APC_co_stimulation	0.616406415
0.346182608	low	APC_co_stimulation	0.657929513
0.341054697	low	APC_co_stimulation	0.586773635
0.33916619	low	APC_co_stimulation	0.538326229
0.336111347	low	APC_co_stimulation	0.582628912
0.33130922	low	APC_co_stimulation	0.516584273
0.330959386	low	APC_co_stimulation	0.533639494
0.330694329	low	APC_co_stimulation	0.527204567
0.324894458	low	APC_co_stimulation	0.516703475
0.321991415	low	APC_co_stimulation	0.619602607
0.316352015	low	APC_co_stimulation	0.56438401
0.313514505	low	APC_co_stimulation	0.637072918
0.310361606	low	APC_co_stimulation	0.556799133
0.306101211	low	APC_co_stimulation	0.562413204
0.303634765	low	APC_co_stimulation	0.28321478
0.300099474	low	APC_co_stimulation	0.694623322
0.297390734	low	APC_co_stimulation	0.568823625
0.289373038	low	APC_co_stimulation	0.622600608
0.28844978	low	APC_co_stimulation	0.627814135
0.285002278	low	APC_co_stimulation	0.568561666
0.283737535	low	APC_co_stimulation	0.450750902
0.280790981	low	APC_co_stimulation	0.599865339
0.276863661	low	APC_co_stimulation	0.6477755
0.275756146	low	APC_co_stimulation	0.655971249
0.273636866	low	APC_co_stimulation	0.535016872
0.267452837	low	APC_co_stimulation	0.524780719
0.26345477	low	APC_co_stimulation	0.620104308
0.259769485	low	APC_co_stimulation	0.673294146
0.259175871	low	APC_co_stimulation	0.541946499
0.258915754	low	APC_co_stimulation	0.559106455
0.258789822	low	APC_co_stimulation	0.715919731
0.256975747	low	APC_co_stimulation	0.588230627
0.2461562	low	APC_co_stimulation	0.607212067
0.24414038	low	APC_co_stimulation	0.472176727
0.24381659	low	APC_co_stimulation	0.596423251
0.2376174	low	APC_co_stimulation	0.582819324
0.230770511	low	APC_co_stimulation	0.605558444
0.22821039	low	APC_co_stimulation	0.553303671
0.22790402	low	APC_co_stimulation	0.521607091
0.221702811	low	APC_co_stimulation	0.508073277
0.217885506	low	APC_co_stimulation	0.672087522
0.217851279	low	APC_co_stimulation	0.414628612
0.207328976	low	APC_co_stimulation	0.620752165
0.202800775	low	APC_co_stimulation	0.522359656
0.199043555	low	APC_co_stimulation	0.590019884
0.192089755	low	APC_co_stimulation	0.542620248
0.190979854	low	APC_co_stimulation	0.490783501
0.186853877	low	APC_co_stimulation	0.536744788
0.184565261	low	APC_co_stimulation	0.57592977
0.178282282	low	APC_co_stimulation	0.512236101
0.173594399	low	APC_co_stimulation	0.547784563
0.171569774	low	APC_co_stimulation	0.577341912
0.168885051	low	APC_co_stimulation	0.584631372
0.166486227	low	APC_co_stimulation	0.575169227
0.16175634	low	APC_co_stimulation	0.365963098
0.157381191	low	APC_co_stimulation	0.473272529
0.15621991	low	APC_co_stimulation	0.510615855
0.155658159	low	APC_co_stimulation	0.314711678
0.155404267	low	APC_co_stimulation	0.509722226
0.149489084	low	APC_co_stimulation	0.623042308
0.14842572	low	APC_co_stimulation	0.552869336
0.141285091	low	APC_co_stimulation	0.60091149
0.138332433	low	APC_co_stimulation	0.599492282
0.138110573	low	APC_co_stimulation	0.618121914
0.13438633	low	APC_co_stimulation	0.563884909
0.129439785	low	APC_co_stimulation	0.604831295
0.127784096	low	APC_co_stimulation	0.557172695
0.126929174	low	APC_co_stimulation	0.622048483
0.120903774	low	APC_co_stimulation	0.627443466
0.115443595	low	APC_co_stimulation	0.484019567
0.111496591	low	APC_co_stimulation	0.483522458
0.110649549	low	APC_co_stimulation	0.566558503
0.103013586	low	APC_co_stimulation	0.569327875
0.094279664	low	APC_co_stimulation	0.618220914
0.089364795	low	APC_co_stimulation	0.626358772
0.081993481	low	APC_co_stimulation	0.560632936
0.080166501	low	APC_co_stimulation	0.598228779
0.075860262	low	APC_co_stimulation	0.562449055
0.067032137	low	APC_co_stimulation	0.517020836
0.060439113	low	APC_co_stimulation	0.473345014
0.057944964	low	APC_co_stimulation	0.594893454
0.056247942	low	APC_co_stimulation	0.626158222
0.046471146	low	APC_co_stimulation	0.60448613
0.043995477	low	APC_co_stimulation	0.584518388
0.032590977	low	APC_co_stimulation	0.534732617
10	high	CCR	0.342863545
10	high	CCR	0.356003107
10	high	CCR	0.432578031
10	high	CCR	0.333777334
10	high	CCR	0.337108305
10	high	CCR	0.361590333
10	high	CCR	0.424306345
10	high	CCR	0.462076989
10	high	CCR	0.365763162
10	high	CCR	0.400865712
10	high	CCR	0.331416898
10	high	CCR	0.444412722
10	high	CCR	0.364968013
10	high	CCR	0.423463581
10	high	CCR	0.345822476
9.665657846	high	CCR	0.465046752
9.454991761	high	CCR	0.434784484
9.371318238	high	CCR	0.421494926
9.226653882	high	CCR	0.425216176
9.220682378	high	CCR	0.395997393
9.008897223	high	CCR	0.519918821
9.005037394	high	CCR	0.478086357
8.724861468	high	CCR	0.395307786
8.37469742	high	CCR	0.410934466
8.140517378	high	CCR	0.387696795
7.301493497	high	CCR	0.365500508
7.246327603	high	CCR	0.409013017
7.16743086	high	CCR	0.40962482
6.95387955	high	CCR	0.402265989
6.810151901	high	CCR	0.451954625
6.793284797	high	CCR	0.36252713
6.751424928	high	CCR	0.370173148
6.749006313	high	CCR	0.470396112
6.577862141	high	CCR	0.404386792
6.526819499	high	CCR	0.395471392
6.417569377	high	CCR	0.341011686
6.328853941	high	CCR	0.468258955
6.163230166	high	CCR	0.395293483
6.161109788	high	CCR	0.412804444
6.125128262	high	CCR	0.441296424
6.118388145	high	CCR	0.423273772
6.10143454	high	CCR	0.447036938
6.025133568	high	CCR	0.360062138
5.906868651	high	CCR	0.526603922
5.90212759	high	CCR	0.399699788
5.733459573	high	CCR	0.420310227
5.459760685	high	CCR	0.433244345
5.450784082	high	CCR	0.461378563
5.389597803	high	CCR	0.491620636
5.305583541	high	CCR	0.469253981
5.260275946	high	CCR	0.433001381
5.244309312	high	CCR	0.447338291
5.232006788	high	CCR	0.443648539
4.681963738	high	CCR	0.491698153
4.677648543	high	CCR	0.376294281
4.653543531	high	CCR	0.430490941
4.506895768	high	CCR	0.419128793
4.408587885	high	CCR	0.389447959
4.313097679	high	CCR	0.409698838
4.234479872	high	CCR	0.423470737
4.059388421	high	CCR	0.425110664
4.015693291	high	CCR	0.53085525
3.981576888	high	CCR	0.449336916
3.970219561	high	CCR	0.372732775
3.900441177	high	CCR	0.462824678
3.881037424	high	CCR	0.493654408
3.876650514	high	CCR	0.413616129
3.865899179	high	CCR	0.483065672
3.769391357	high	CCR	0.387717513
3.684349929	high	CCR	0.418444648
3.502216704	high	CCR	0.327009196
3.410701119	high	CCR	0.463745115
3.395023987	high	CCR	0.479270397
3.288102074	high	CCR	0.509366264
3.235340392	high	CCR	0.476016439
3.227506084	high	CCR	0.433358015
3.127709317	high	CCR	0.381439788
3.008819134	high	CCR	0.374745999
2.984044167	high	CCR	0.464114032
2.966820798	high	CCR	0.402395963
2.940138925	high	CCR	0.491190173
2.936449936	high	CCR	0.482452384
2.896751042	high	CCR	0.410608687
2.868918729	high	CCR	0.438269017
2.865966089	high	CCR	0.422183684
2.850188899	high	CCR	0.415711546
2.806304871	high	CCR	0.374465624
2.804996295	high	CCR	0.468711582
2.756727301	high	CCR	0.454742022
2.736583152	high	CCR	0.523772963
2.71680697	high	CCR	0.413073885
2.656865099	high	CCR	0.424254681
2.625946718	high	CCR	0.448839844
2.580335711	high	CCR	0.41635155
2.517189055	high	CCR	0.481203555
2.494748184	high	CCR	0.547070927
2.439462734	high	CCR	0.537308842
2.438675106	high	CCR	0.492242476
2.414792982	high	CCR	0.435881755
2.385259871	high	CCR	0.458105443
2.382596059	high	CCR	0.556030585
2.312981751	high	CCR	0.493113673
2.273130659	high	CCR	0.463885893
2.252623093	high	CCR	0.423064136
2.160537259	high	CCR	0.426166728
2.146533965	high	CCR	0.431817674
2.007557231	high	CCR	0.461481899
1.915672822	high	CCR	0.485011337
1.851926188	high	CCR	0.436724417
1.828354953	high	CCR	0.450125668
1.807157202	high	CCR	0.372759694
1.755487028	high	CCR	0.545590288
1.753928635	high	CCR	0.488916934
1.710571058	high	CCR	0.501587347
1.69237423	high	CCR	0.504631655
1.686785194	high	CCR	0.397884668
1.673700651	high	CCR	0.461280914
1.65747056	high	CCR	0.434401318
1.652298411	high	CCR	0.351537893
1.635333329	high	CCR	0.39771182
1.604105995	high	CCR	0.448214146
1.598534104	high	CCR	0.506667979
1.585707692	high	CCR	0.345231054
1.582868788	high	CCR	0.394773317
1.525996841	high	CCR	0.552042654
1.435530561	high	CCR	0.452815905
1.421530927	high	CCR	0.334153956
1.415684571	high	CCR	0.511765469
1.413565543	high	CCR	0.405267432
1.375630387	high	CCR	0.52281468
1.347092354	high	CCR	0.502360865
1.325292443	high	CCR	0.490633759
1.306887586	high	CCR	0.383111749
1.288622001	high	CCR	0.440873672
1.279069177	high	CCR	0.503082382
1.185301819	high	CCR	0.433314661
1.181525873	high	CCR	0.497292933
1.15607958	high	CCR	0.36292683
1.107110978	high	CCR	0.452959058
1.100085679	high	CCR	0.438484532
1.079081197	high	CCR	0.405777147
1.067096946	low	CCR	0.454574906
1.065638597	low	CCR	0.39287605
1.056369001	low	CCR	0.471909906
1.055117023	low	CCR	0.425273303
1.051149439	low	CCR	0.47648753
1.04588433	low	CCR	0.471404701
1.040077196	low	CCR	0.452879646
1.007898217	low	CCR	0.403237547
1.003790671	low	CCR	0.496540851
1.000418591	low	CCR	0.520755787
0.968482324	low	CCR	0.438625718
0.957670079	low	CCR	0.451272584
0.936366468	low	CCR	0.487506016
0.929404195	low	CCR	0.463513986
0.903182145	low	CCR	0.480287334
0.902229409	low	CCR	0.426241013
0.878174394	low	CCR	0.393192447
0.875041835	low	CCR	0.481841296
0.867834501	low	CCR	0.443698869
0.851004305	low	CCR	0.460911628
0.849760805	low	CCR	0.406315326
0.848990395	low	CCR	0.424274225
0.835152483	low	CCR	0.449973711
0.828050225	low	CCR	0.466212834
0.828018676	low	CCR	0.479038656
0.822568333	low	CCR	0.452443554
0.82203692	low	CCR	0.441994413
0.809637327	low	CCR	0.500651315
0.792504571	low	CCR	0.487894554
0.775957795	low	CCR	0.517911214
0.769306206	low	CCR	0.479722936
0.760754609	low	CCR	0.573957024
0.7571167	low	CCR	0.432442971
0.755503741	low	CCR	0.47923841
0.748554134	low	CCR	0.478905924
0.734961681	low	CCR	0.476260237
0.704428454	low	CCR	0.426016426
0.704286046	low	CCR	0.53525936
0.696300117	low	CCR	0.382444055
0.694998377	low	CCR	0.492862672
0.667376947	low	CCR	0.440697985
0.663047101	low	CCR	0.431333552
0.662048473	low	CCR	0.496414176
0.659949737	low	CCR	0.494101584
0.658115853	low	CCR	0.512040857
0.633722725	low	CCR	0.463621733
0.617791569	low	CCR	0.529256263
0.611035842	low	CCR	0.448203791
0.609721067	low	CCR	0.456803434
0.606261554	low	CCR	0.520417588
0.589162784	low	CCR	0.519604616
0.579849071	low	CCR	0.52333202
0.579609086	low	CCR	0.46683004
0.576317739	low	CCR	0.443871608
0.573592615	low	CCR	0.45337404
0.571292069	low	CCR	0.517256525
0.567148662	low	CCR	0.492224422
0.564109419	low	CCR	0.498078147
0.553830001	low	CCR	0.505454644
0.548746041	low	CCR	0.499981201
0.547274355	low	CCR	0.432481874
0.545835799	low	CCR	0.410556518
0.542527935	low	CCR	0.434935886
0.541440025	low	CCR	0.495782046
0.532564259	low	CCR	0.448719755
0.530492379	low	CCR	0.529630081
0.524967179	low	CCR	0.493564371
0.517334783	low	CCR	0.420298962
0.513527231	low	CCR	0.506918475
0.511804385	low	CCR	0.515746378
0.507400818	low	CCR	0.44758488
0.501330039	low	CCR	0.364451313
0.490869997	low	CCR	0.496730242
0.475984098	low	CCR	0.503761678
0.46391068	low	CCR	0.558642324
0.462736666	low	CCR	0.396770131
0.456514869	low	CCR	0.436570994
0.439244254	low	CCR	0.495951163
0.431992976	low	CCR	0.452638692
0.425553159	low	CCR	0.473885829
0.424580727	low	CCR	0.47089011
0.413903136	low	CCR	0.509479683
0.404758831	low	CCR	0.612164499
0.404471288	low	CCR	0.414326822
0.39497739	low	CCR	0.495071388
0.394364679	low	CCR	0.535110717
0.391793584	low	CCR	0.440790284
0.386505644	low	CCR	0.501735187
0.383846942	low	CCR	0.476015362
0.381907751	low	CCR	0.435323707
0.381459327	low	CCR	0.495432499
0.369321789	low	CCR	0.494966726
0.353523174	low	CCR	0.476327304
0.351940212	low	CCR	0.478944009
0.349360312	low	CCR	0.46650274
0.346182608	low	CCR	0.52429975
0.341054697	low	CCR	0.496823035
0.33916619	low	CCR	0.465228967
0.336111347	low	CCR	0.48283503
0.33130922	low	CCR	0.435049178
0.330959386	low	CCR	0.466164577
0.330694329	low	CCR	0.449733838
0.324894458	low	CCR	0.429327202
0.321991415	low	CCR	0.49641258
0.316352015	low	CCR	0.460356528
0.313514505	low	CCR	0.532118776
0.310361606	low	CCR	0.463310865
0.306101211	low	CCR	0.504204225
0.303634765	low	CCR	0.375791041
0.300099474	low	CCR	0.555616689
0.297390734	low	CCR	0.493006798
0.289373038	low	CCR	0.498221288
0.28844978	low	CCR	0.497772188
0.285002278	low	CCR	0.504285466
0.283737535	low	CCR	0.399407115
0.280790981	low	CCR	0.476822154
0.276863661	low	CCR	0.532976808
0.275756146	low	CCR	0.499681507
0.273636866	low	CCR	0.46871249
0.267452837	low	CCR	0.500445851
0.26345477	low	CCR	0.50233981
0.259769485	low	CCR	0.536552755
0.259175871	low	CCR	0.481608691
0.258915754	low	CCR	0.471250323
0.258789822	low	CCR	0.54619143
0.256975747	low	CCR	0.480663417
0.2461562	low	CCR	0.501699569
0.24414038	low	CCR	0.461650874
0.24381659	low	CCR	0.436214003
0.2376174	low	CCR	0.504680119
0.230770511	low	CCR	0.540737566
0.22821039	low	CCR	0.463890423
0.22790402	low	CCR	0.457313045
0.221702811	low	CCR	0.490262277
0.217885506	low	CCR	0.581909784
0.217851279	low	CCR	0.422736528
0.207328976	low	CCR	0.515953554
0.202800775	low	CCR	0.475529887
0.199043555	low	CCR	0.493282021
0.192089755	low	CCR	0.496390174
0.190979854	low	CCR	0.470071063
0.186853877	low	CCR	0.443898075
0.184565261	low	CCR	0.47311851
0.178282282	low	CCR	0.462040826
0.173594399	low	CCR	0.422016518
0.171569774	low	CCR	0.479560455
0.168885051	low	CCR	0.474949654
0.166486227	low	CCR	0.465422124
0.16175634	low	CCR	0.430598648
0.157381191	low	CCR	0.434527207
0.15621991	low	CCR	0.474252103
0.155658159	low	CCR	0.4191485
0.155404267	low	CCR	0.423324827
0.149489084	low	CCR	0.534511382
0.14842572	low	CCR	0.475119943
0.141285091	low	CCR	0.507459371
0.138332433	low	CCR	0.48509282
0.138110573	low	CCR	0.468743653
0.13438633	low	CCR	0.491823829
0.129439785	low	CCR	0.473170789
0.127784096	low	CCR	0.473968285
0.126929174	low	CCR	0.492678522
0.120903774	low	CCR	0.487653537
0.115443595	low	CCR	0.439618294
0.111496591	low	CCR	0.41786101
0.110649549	low	CCR	0.453066157
0.103013586	low	CCR	0.486196651
0.094279664	low	CCR	0.474675149
0.089364795	low	CCR	0.502055693
0.081993481	low	CCR	0.4797931
0.080166501	low	CCR	0.492608353
0.075860262	low	CCR	0.496702184
0.067032137	low	CCR	0.459741044
0.060439113	low	CCR	0.442402349
0.057944964	low	CCR	0.507750441
0.056247942	low	CCR	0.509592537
0.046471146	low	CCR	0.489717153
0.043995477	low	CCR	0.433743365
0.032590977	low	CCR	0.493002512
10	high	Check.point	0.281511452
10	high	Check.point	0.366148798
10	high	Check.point	0.359466363
10	high	Check.point	0.294913488
10	high	Check.point	0.373045217
10	high	Check.point	0.334985778
10	high	Check.point	0.426164067
10	high	Check.point	0.41300578
10	high	Check.point	0.348768583
10	high	Check.point	0.339894318
10	high	Check.point	0.321747164
10	high	Check.point	0.444523011
10	high	Check.point	0.313886661
10	high	Check.point	0.369816162
10	high	Check.point	0.367179686
9.665657846	high	Check.point	0.428749331
9.454991761	high	Check.point	0.395890563
9.371318238	high	Check.point	0.402262948
9.226653882	high	Check.point	0.405676166
9.220682378	high	Check.point	0.336634157
9.008897223	high	Check.point	0.4673161
9.005037394	high	Check.point	0.481548929
8.724861468	high	Check.point	0.392490113
8.37469742	high	Check.point	0.406623666
8.140517378	high	Check.point	0.392006155
7.301493497	high	Check.point	0.307021843
7.246327603	high	Check.point	0.357767456
7.16743086	high	Check.point	0.338734502
6.95387955	high	Check.point	0.351003306
6.810151901	high	Check.point	0.422486744
6.793284797	high	Check.point	0.28657793
6.751424928	high	Check.point	0.33072098
6.749006313	high	Check.point	0.396109545
6.577862141	high	Check.point	0.366526585
6.526819499	high	Check.point	0.393319548
6.417569377	high	Check.point	0.322149498
6.328853941	high	Check.point	0.521312213
